hospitalisation,age,mean,sd,lower,upper
Non-hospitalised,0,0.34650213526476376,0.12601258647835065,0.09706515760982293,0.5921565681697847
Non-hospitalised,1,0.344651535441427,0.12524857674058887,0.09673098780679268,0.5887243596470945
Non-hospitalised,2,0.342610662502114,0.12440432588072554,0.09636369102819486,0.5849597989035549
Non-hospitalised,3,0.34052580288472517,0.12354186039893354,0.09598845127817067,0.581115627715684
Non-hospitalised,4,0.33840730206639247,0.12266551052420228,0.09560710692418188,0.5772102386108204
Non-hospitalised,5,0.3362539902816039,0.12177472689615725,0.09521891844298065,0.5732421090110537
Non-hospitalised,6,0.33407342011686136,0.12087267770172092,0.09482454844497647,0.5692246446228009
Non-hospitalised,7,0.33186446113129625,0.11995884453241677,0.09442508703214104,0.5651562702898929
Non-hospitalised,8,0.32963031683890553,0.11903455605330583,0.09402111335641405,0.5610428262679968
Non-hospitalised,9,0.32737369346522316,0.11810093264805202,0.09361311824759098,0.5568892687841487
Non-hospitalised,10,0.3250942585300135,0.11715780446400104,0.09319315388033954,0.5526988175055758
Non-hospitalised,11,0.32279323755023237,0.11620566631299328,0.09276164337204736,0.5484775592287623
Non-hospitalised,12,0.3204753018601124,0.1152464807711467,0.09232714708415533,0.5442264047042712
Non-hospitalised,13,0.3181364468106012,0.11427852065148761,0.0918890438498729,0.5399385873036566
Non-hospitalised,14,0.3157849002841737,0.11330526450318566,0.09144873710689032,0.535628563060629
Non-hospitalised,15,0.31341284132780456,0.1123233638530589,0.09100496601027132,0.5312829102281568
Non-hospitalised,16,0.31103096043951317,0.1113373472066223,0.09055953903411713,0.5269203475383766
Non-hospitalised,17,0.308631576027885,0.11034392755879795,0.09011121201252055,0.522527667224048
Non-hospitalised,18,0.30622008962899394,0.10934538509445953,0.08966091163732601,0.5181143845203465
Non-hospitalised,19,0.3038032767388246,0.10834458489220691,0.08920979409545905,0.5136924086733688
Non-hospitalised,20,0.30136653244226763,0.10733529826755224,0.08875545207717363,0.5092364427197262
Non-hospitalised,21,0.2989165226278989,0.10632034603434246,0.08829901712302725,0.5047581764744429
Non-hospitalised,22,0.29646372783882924,0.10530417097097929,0.0878422604552486,0.500275956759371
Non-hospitalised,23,0.29399126139285636,0.10427957883928364,0.08738238007186826,0.49576044995818996
Non-hospitalised,24,0.29150612150508387,0.10324953408116469,0.08692055972028362,0.49122391056340153
Non-hospitalised,25,0.28900863798849163,0.10221416622624985,0.08645686799160876,0.4866669714295567
Non-hospitalised,26,0.28649427688562257,0.101171539170002,0.0859905545810112,0.4820817630891779
Non-hospitalised,27,0.28397517054739685,0.10012679969399389,0.08552366645330382,0.4774895105600785
Non-hospitalised,28,0.2814380488800955,0.09907430231699299,0.08505398073405007,0.47286706484466406
Non-hospitalised,29,0.2788888110332921,0.09801654737148383,0.08458249383064718,0.46822474970938865
Non-hospitalised,30,0.2763263213122603,0.09695304763683285,0.0841090174265831,0.46352449958317027
Non-hospitalised,31,0.27375403949539895,0.09588526751863147,0.08363413814285348,0.4588031321151597
Non-hospitalised,32,0.2711606365215888,0.09480839737432174,0.08315593724824123,0.4540489913657172
Non-hospitalised,33,0.2685489447755714,0.09372364006513387,0.08267488680306193,0.44926678352787863
Non-hospitalised,34,0.26592311613313024,0.09263275732071842,0.0821916849972164,0.44446347296962
Non-hospitalised,35,0.26327405688009453,0.09153189683927283,0.08170477588242112,0.4396235183988113
Non-hospitalised,36,0.2606086408058238,0.09042397637758104,0.08121531771482655,0.43475847777973375
Non-hospitalised,37,0.25791930319614864,0.08930579700971449,0.08072200605793109,0.4298553205537079
Non-hospitalised,38,0.25521365772354976,0.08818058956307888,0.08022612732604091,0.42492688490479363
Non-hospitalised,39,0.2524826558082981,0.08704453163527116,0.07972611571963724,0.41995753025400895
Non-hospitalised,40,0.2497370995101804,0.08590220193266332,0.07922380782458195,0.4149655889866924
Non-hospitalised,41,0.24696401262684126,0.08474812159094695,0.07871695557376668,0.4099286075187824
Non-hospitalised,42,0.24415444743978978,0.08357852378918644,0.07820398953469726,0.4048309073867665
Non-hospitalised,43,0.24133027589892644,0.08240266414253847,0.07768865897420242,0.39970992109824344
Non-hospitalised,44,0.23846369469142392,0.08120881378980815,0.07716613325692182,0.3945174044302756
Non-hospitalised,45,0.23556918567041027,0.08000310628093096,0.07663888664721501,0.38927805843074403
Non-hospitalised,46,0.2326590774696516,0.07879075639737847,0.07610903714714247,0.3840130282895873
Non-hospitalised,47,0.22969948644961607,0.07755748932939976,0.07557066774469785,0.37866321822774895
Non-hospitalised,48,0.22670977779599397,0.0763114926681583,0.07502987998594664,0.37326191448448953
Non-hospitalised,49,0.2236720780180367,0.07504525575878285,0.07450078329714761,0.36777763396218
Non-hospitalised,50,0.22061234755919662,0.07376973446699456,0.07396789753047557,0.362255339293796
Non-hospitalised,51,0.2174997354666571,0.07247195941939827,0.07342592297330872,0.35664078726725257
Non-hospitalised,52,0.21436319137296198,0.0711641365411551,0.07287981552857026,0.3509843092104497
Non-hospitalised,53,0.2111766495572322,0.06983532048947984,0.07232589827676625,0.34523988479436296
Non-hospitalised,54,0.2079536563203007,0.06849123143216004,0.07177394087179452,0.3394309355138694
Non-hospitalised,55,0.20469170447722795,0.06713083599842859,0.07121696088633789,0.3335527379349711
Non-hospitalised,56,0.2013691659730255,0.06574507360813366,0.07066823263207807,0.3275667819329248
Non-hospitalised,57,0.1979977614783442,0.06433889562839003,0.07011143209588086,0.3214933129579463
Non-hospitalised,58,0.19457898913290966,0.06291295603892036,0.06954682125995439,0.31533460724859813
Non-hospitalised,59,0.19112105544900448,0.06147072087158559,0.06897577028396816,0.3091048665391606
Non-hospitalised,60,0.18758454702956595,0.059995687441634776,0.06839177706836566,0.30273379373882725
Non-hospitalised,61,0.1840418721905168,0.05851823796595072,0.06780682111230024,0.2963496249208143
Non-hospitalised,62,0.18046922430624937,0.05702840402862232,0.06721697397556449,0.2899099285113552
Non-hospitalised,63,0.17689444356177994,0.055537859575354266,0.06662683625060974,0.2834641590356957
Non-hospitalised,64,0.17327553109638566,0.0540290280183398,0.066029483025408,0.2769373063924521
Non-hospitalised,65,0.1696222203448968,0.052506005748246036,0.06542652943852141,0.2703464826708865
Non-hospitalised,66,0.16593739641722657,0.05097001929332301,0.06481845909839676,0.2636966317228047
Non-hospitalised,67,0.16215583730557717,0.04939381456906187,0.06419453979292329,0.2568706725925608
Non-hospitalised,68,0.1583907580291016,0.04782476560388062,0.06357342730745469,0.25007113722337565
Non-hospitalised,69,0.1544503834401942,0.04618273602291564,0.0629235682493883,0.24295367650528757
Non-hospitalised,70,0.1505529763338758,0.04455898497288977,0.062280891907753634,0.23590972767414706
Non-hospitalised,71,0.14663961775621887,0.042928902057577226,0.06163570395997388,0.22883350477603798
Non-hospitalised,72,0.14265251882487076,0.0412683860174638,0.060978512687828765,0.2216207991496295
Non-hospitalised,73,0.13867645912689863,0.03961286400413771,0.060323256334896144,0.21442413934305846
Non-hospitalised,74,0.13466324494147322,0.037942250310096286,0.059662020485137114,0.2072030075133242
Non-hospitalised,75,0.1306708222841549,0.03628075083257328,0.05900432131811,0.200033866863859
Non-hospitalised,76,0.12661690842759216,0.03459409334245172,0.058336656777934676,0.19275164383775126
Non-hospitalised,77,0.12242293020431089,0.032849615383401996,0.05764615320910819,0.18520495009772617
Non-hospitalised,78,0.11840967785630041,0.031181035742192196,0.056985420786499486,0.17798306548894144
Non-hospitalised,79,0.11421198344617937,0.0294363217649287,0.056294588368149545,0.17042875189664916
