hospitalisation,age,mean,sd,lower,upper
Non-hospitalised,0,0.7424450086122669,0.2952587156623871,0.2140049611782534,1.3324964025179191
Non-hospitalised,1,0.7323897879075661,0.2910644861472362,0.2115579886517141,1.3147274758123781
Non-hospitalised,2,0.7216130874181984,0.2865423717449727,0.20893673823425848,1.2953329583912256
Non-hospitalised,3,0.7108653184555137,0.28203095342902607,0.20632248684049026,1.2759692919713281
Non-hospitalised,4,0.7001909420007605,0.27754985449789454,0.20372601760672934,1.2567290819277812
Non-hospitalised,5,0.6895797217898438,0.2730940297903517,0.20114489380638587,1.237584538468256
Non-hospitalised,6,0.6790624287052132,0.2686771057978515,0.19858656961737395,1.218600269166021
Non-hospitalised,7,0.668630307422728,0.2642948430755276,0.19604895190365781,1.19975350603384
Non-hospitalised,8,0.6582943420691829,0.25995199824955,0.1935347088798996,1.1810660403157964
Non-hospitalised,9,0.648062887879103,0.2556521723030951,0.19104587124013833,1.1625542484348395
Non-hospitalised,10,0.6379318609230789,0.25139335485464903,0.18858146423043784,1.1442072177333678
Non-hospitalised,11,0.6279039265234267,0.24717662384250313,0.18614214047117017,1.1258605313055696
Non-hospitalised,12,0.6179945875491505,0.2430089006417465,0.18373165057031102,1.1075898126951909
Non-hospitalised,13,0.6081864187171516,0.23888219829817944,0.18134579334507836,1.089500617829385
Non-hospitalised,14,0.5985071852192061,0.23480903206048728,0.17899127791577107,1.071646707435458
Non-hospitalised,15,0.5889266644854538,0.23077565642609854,0.17666081021211583,1.0539692736754216
Non-hospitalised,16,0.5794798300115729,0.2267978758653528,0.17436283863329277,1.0365361290882256
Non-hospitalised,17,0.5701381655890538,0.22286275574017136,0.17209047868278962,1.0192919052886587
Non-hospitalised,18,0.5609176494241639,0.21897752019966787,0.16984759033096425,1.0022676074019294
Non-hospitalised,19,0.551836891724118,0.215150578818498,0.1676386696803784,0.9854993105876593
Non-hospitalised,20,0.5428480224084316,0.21136030739031858,0.16545215367809835,0.9688943489239105
Non-hospitalised,21,0.5339705059442749,0.20761553668263202,0.16329274268626995,0.9524905651766483
Non-hospitalised,22,0.5252328003081651,0.2039291373145247,0.1611673110464911,0.9363431253476273
Non-hospitalised,23,0.5165838485281402,0.20027812242997864,0.15906352133011872,0.9203534477132086
Non-hospitalised,24,0.5080427181393946,0.1966711553307654,0.15698597752543084,0.9045586236093274
Non-hospitalised,25,0.4996087977744842,0.19310802687856662,0.15493452890693052,0.8889576948673701
Non-hospitalised,26,0.49126879185656913,0.18958283738062418,0.1529059584806957,0.8735252706445594
Non-hospitalised,27,0.48305287725529206,0.18610922268458957,0.150907556615082,0.8583197819701118
Non-hospitalised,28,0.47492530765905794,0.1826712177091124,0.14893067875012517,0.8432726134648515
Non-hospitalised,29,0.4668999496756536,0.17927514168487296,0.1469786724225116,0.8284107783966226
Non-hospitalised,30,0.4589726392549606,0.1759192254768393,0.1450505264108128,0.8137265635843784
Non-hospitalised,31,0.45115006499169424,0.17260655562746877,0.14314785373453298,0.7992331130001926
Non-hospitalised,32,0.44340482770270967,0.16932500292501554,0.1412640230035408,0.7848781561643017
Non-hospitalised,33,0.4357430990107675,0.16607745159407797,0.1394005207976448,0.7706739251272173
Non-hospitalised,34,0.42817320541347736,0.16286772843557384,0.13755935587896742,0.7566367260317337
Non-hospitalised,35,0.42067473699660796,0.1596868766382882,0.13573558468250554,0.7427278494909327
Non-hospitalised,36,0.41326179833862803,0.1565412922948913,0.1339326139884003,0.7289746550440684
Non-hospitalised,37,0.4059180980036691,0.15342387318045853,0.13214649555540642,0.7153463794419747
Non-hospitalised,38,0.39865845357961355,0.15034130883840852,0.13038080987109552,0.7018716737870454
Non-hospitalised,39,0.39146423934596514,0.14728548075213502,0.128631042878814,0.6885153674333537
Non-hospitalised,40,0.3843555799913173,0.14426539581695216,0.1269020611953829,0.6753161420546311
Non-hospitalised,41,0.3773070235383345,0.1412699401580179,0.12518769722889642,0.6622258768610308
Non-hospitalised,42,0.3703024292745719,0.13829215169507067,0.12348403566995547,0.6492143018116595
Non-hospitalised,43,0.3633810830502037,0.135349431062998,0.12180058527655994,0.6363564007075573
Non-hospitalised,44,0.3564933178943266,0.1324200841521872,0.12012531061981055,0.6235582483563509
Non-hospitalised,45,0.34966475114612494,0.12951548446467506,0.11846441092559795,0.6108688163663049
Non-hospitalised,46,0.3429151260524857,0.1266443662265162,0.11682266549367012,0.5983257579767928
Non-hospitalised,47,0.3361878071002627,0.12378207305751648,0.11518634626955797,0.5858222014795869
Non-hospitalised,48,0.3295148987231969,0.12094275499553862,0.11356322720168976,0.5734192240140987
Non-hospitalised,49,0.32286808040839743,0.11811417666566354,0.11194643917952224,0.5610636531298083
Non-hospitalised,50,0.316287695368022,0.11531400726921814,0.11034575643139798,0.5488319212922244
Non-hospitalised,51,0.30972622923769233,0.11252167588215235,0.1087496562887947,0.5366346956468837
Non-hospitalised,52,0.30322698234815776,0.10975608378280635,0.10716863240432713,0.5245538325539977
